lead_id,lead_status,premium,age,gender,smoker,current_insurance,device_type,keyword,match_type,postcode,cover_for,verification_status
68531495,Contacted,0.0,64,Female,No,no,Smartphone,private healthcare,Phrase,RM9,Self + Partner,verified
48562432,Quoted,0.0,31,Male,No,no,Smartphone,private healthcare insurance,Exact,BL1,Self,verified
75337108,Sold,559.44,44,Female,No,no,Smartphone,private healthcare,Exact,WF11,Self,verified
93443895,Contacted,0.0,73,Female,No,no,Smartphone,private health insurance for pre existing conditio,Exact,Lu4,Self,
41467088,Contacted,0.0,25,Male,No,no,Smartphone,private medical insurance,Exact,HA0,Self,
86134562,Invalid,0.0,44,Female,No,yes private,Smartphone,private healthcare insurance,Exact,NR13,Self,
19201597,Quoted,0.0,37,Female,No,no,Smartphone,saga health insurance,Exact,BS5,Self + Family,
61768415,Invalid,0.0,41,Male,No,no,Smartphone,private healthcare,Exact,NN3,Self,
22369313,Contacted,0.0,40,Male,No,no,Smartphone,private health insurance,Exact,NN3,Self + Family,
41074788,No Contact,0.0,28,Male,Yes,no,Smartphone,,,E3,Self,
48725647,Contacted,0.0,21,Female,No,no,Desktop,private healthcare,Phrase,BN8,Self,
55524021,Contacted,0.0,42,Female,No,yes company,Desktop,bupa health insurance,Exact,HP4,Self + Family,
66311843,Contacted,0.0,69,Male,No,no,Smartphone,private health insurance,Broad,Ch5,Self + Partner,
66940200,No Contact,0.0,40,Female,No,yes private,Smartphone,private health care,Exact,M20,Self,verified
59199514,Contacted,0.0,47,Female,No,no,Smartphone,private healthcare,Exact,TF1,Self + Family,
30707891,Contacted,0.0,58,Female,No,no,Smartphone,private health insurance,Exact,MK41,Self + Partner,
96332778,Contacted,0.0,29,Male,No,no,Smartphone,private healthcare,Phrase,PO9,Self + Family,
48542021,Contacted,0.0,77,Female,No,no,Desktop,private health care,Exact,BR6,Self,
47153933,Contacted,0.0,43,Female,No,yes private,Smartphone,private healthcare,Phrase,DY13,Self + Family,
95067815,Contacted,0.0,42,Male,Yes,no,Smartphone,private healthcare,Exact,BS24,Self + Family,
24830425,No Contact,0.0,45,Female,No,no,Smartphone,health insurance pre existing conditions,Exact,Br1,Self + Family,
18269209,Invalid,0.0,68,Female,No,yes private,Desktop,private medical insurance,Broad,Rg27,Self + Partner,
21334349,Contacted,0.0,62,Male,No,no,Smartphone,private health care,Exact,PO22,Self,verified
96383929,Contacted,0.0,35,Female,No,no,Smartphone,health insurance uk,Exact,SO51,Self + Family,
33438232,Contacted,0.0,27,Female,No,no,Desktop,health insurance quotes,Broad,Sa62,Self,
50340288,Contacted,0.0,38,Female,No,no,Smartphone,private healthcare,Phrase,EX5,Self,
44031254,No Contact,0.0,65,Female,No,yes private,Smartphone,private healthcare,Phrase,CB24,Self,
42011358,Contacted,0.0,51,Male,No,no,Smartphone,private medical insurance uk,Exact,LE5,Self + Family,
22357489,Contacted,0.0,39,Female,Yes,no,Smartphone,medical insurance for pre existing conditions,Exact,Gu11,Self,
63921901,Contacted,0.0,55,Male,No,no,Smartphone,private health insurance,Exact,B17,Self + Partner,
74321805,Contacted,0.0,57,Female,No,no,Smartphone,pre existing medical insurance,Exact,Ts4,Self + Partner,
67127746,No Contact,0.0,78,Female,No,no,Desktop,saga health insurance,Exact,TQ1,Self + Partner,verified
12387922,Contacted,0.0,38,Female,No,no,Smartphone,bupa health insurance,Exact,NW10,Self,
55714138,Contacted,0.0,58,Male,No,no,Smartphone,bupa cost,Exact,PR6,Self + Partner,
31793451,Contacted,0.0,73,Male,No,yes private,Desktop,best medical insurance,Broad,Pr8,Self + Family,
42771241,Contacted,0.0,24,Male,No,no,Smartphone,private healthcare,Phrase,TA6,Self + Partner,
19397157,Contacted,0.0,37,Female,No,no,Smartphone,private health care,Exact,RH7,Self + Family,
86708574,Contacted,0.0,65,Male,No,no,Smartphone,bupa cost,Exact,EX12,Self + Partner,
16820416,Quoted,0.0,22,Female,No,no,Desktop,private medical insurance uk,Exact,M3,Self,
92822795,Contacted,0.0,32,Female,No,no,Smartphone,health insurance,Exact,OX16,Self,
25266147,Contacted,0.0,36,Female,No,no,Smartphone,axa private healthcare,Exact,NE25,Self + Family,
66877299,Contacted,0.0,44,Female,No,no,Smartphone,private medical insurance,Exact,OL13,Self,
68024726,Contacted,0.0,26,Female,No,no,Smartphone,private healthcare,Exact,CA28,Self,
45686576,Quoted,0.0,26,Female,No,yes company,Smartphone,private healthcare,Phrase,N11,Self,verified
38326685,Contacted,0.0,85,Male,No,no,Smartphone,private medical insurance,Broad,Me15,Self,
32804892,Contacted,0.0,44,Female,No,no,Smartphone,private medical insurance for existing conditions,Exact,L36,Self,
20432764,Contacted,0.0,59,Female,No,no,Smartphone,private health care,Exact,L8,Self,verified
87991530,Contacted,0.0,41,Female,No,no,Smartphone,bupa private health,Exact,OL1,Self + Family,
85301720,Contacted,0.0,32,Male,No,no,Smartphone,private healthcare,Exact,BN24,Self + Partner,verified
97102929,Contacted,0.0,50,Male,No,no,Smartphone,private health care,Exact,DA14,Self + Partner,
99875379,Contacted,0.0,21,Female,No,no,Desktop,private healthcare,Exact,DT2,Self,verified
24334365,Contacted,0.0,49,Male,No,no,Smartphone,private medical insurance,Phrase,RM10,Self + Partner,verified
92044501,Contacted,0.0,49,Male,No,no,Smartphone,bupa health insurance,Exact,S18,Self + Family,
46459649,Contacted,0.0,63,Female,No,yes company,Smartphone,private healthcare,Phrase,NN9,Self,
49633193,Contacted,0.0,56,Female,No,no,Desktop,health insurance cover,Broad,Wa1,Self + Partner,
19271204,Contacted,0.0,73,Male,No,no,Desktop,pre existing health insurance,Exact,Gl2,Self,
83423591,Contacted,0.0,69,Female,No,no,Tablet,medical insurance,Exact,S17,Self,
29023119,Contacted,0.0,35,Female,Yes,no,Smartphone,bupa private health,Exact,NE3,Self,
99752427,Contacted,0.0,57,Female,No,no,Smartphone,private medical insurance uk,Exact,DN11,Self + Partner,verified
45620219,Contacted,0.0,64,Female,No,no,Smartphone,best medical insurance,Broad,Ha5,Self + Partner,
73388135,Contacted,0.0,34,Male,No,no,Smartphone,private healthcare,Phrase,NE29,Self + Family,
50194293,Contacted,0.0,28,Male,No,no,Desktop,bupa cost,Exact,SS9,Self,
57305813,Contacted,0.0,37,Male,No,no,Smartphone,avanti medical insurance,Exact,Le5,Self + Family,
86484597,Contacted,0.0,75,Female,No,no,Tablet,private medical insurance,Phrase,NN8,Self,
67390307,Contacted,0.0,80,Male,No,no,Smartphone,health insurance cover,Broad,Sk8,Self,
49629229,No Contact,0.0,24,Female,No,no,Smartphone,private medical insurance uk,Exact,EH17,Self + Partner,
12490674,Contacted,0.0,32,Female,No,no,Smartphone,private healthcare,Phrase,B14,Self + Partner,
53830647,Contacted,0.0,21,Female,No,no,Smartphone,private health care,Exact,PE6,Self,
36985744,Contacted,0.0,37,Female,No,no,Desktop,private medical insurance,Phrase,ME14,Self + Family,verified
77640035,Contacted,0.0,56,Female,No,no,Smartphone,medical insurance uk,Broad,SS13,Self,
54450317,Contacted,0.0,44,Male,No,yes private,Smartphone,insurance for undiagnosed medical conditions,Exact,Ch45,Self,
34927435,No Contact,0.0,44,Female,No,no,Desktop,private healthcare,Phrase,G53,Self + Family,verified
56515108,Contacted,0.0,73,Male,No,no,Desktop,private medical insurance,Broad,Gl12,Self,
22130077,Contacted,0.0,26,Male,Yes,no,Smartphone,private medical insurance uk,Exact,M23,Self,
55316006,Contacted,0.0,40,Male,No,no,Smartphone,private health insurance,Exact,LA1,Self + Family,verified
64704259,Contacted,0.0,42,Male,No,no,Smartphone,private healthcare,Phrase,N22,Self + Family,
39768611,Contacted,0.0,63,Female,No,no,Smartphone,private healthcare,Phrase,NE15,Self + Partner,
67232699,Invalid,0.0,30,Female,No,no,Smartphone,bupa private health,Exact,EC2N,Self,
68473158,Contacted,0.0,26,Male,No,no,Smartphone,bupa private health,Exact,G20,Self + Partner,verified
49453119,Contacted,0.0,48,Female,No,yes private,Desktop,private health care,Broad,RH2,Self,verified
94642485,Contacted,0.0,40,Female,No,no,Smartphone,bupa private health,Exact,GL11,Self,
30002961,Contacted,0.0,81,Female,No,yes private,Tablet,private medical insurance,Broad,Wr2,Self,
82050843,Contacted,0.0,36,Female,No,yes private,Smartphone,health insurance plans,Phrase,N17,Self,
67618924,Contacted,0.0,40,Female,No,no,Smartphone,private healthcare,Exact,SN25,Self + Family,verified
31937164,Contacted,0.0,35,Male,No,no,Smartphone,bupa cost,Exact,E1,Self,
54135471,Contacted,0.0,54,Female,No,no,Smartphone,private health insurance with pre existing conditi,Exact,Pr4,Self,
62221027,No Contact,0.0,37,Female,No,no,Smartphone,health insurance for people with pre existing cond,Exact,Kt13,Self + Family,
79590605,Contacted,0.0,38,Female,No,no,Smartphone,bupa health insurance,Exact,BD12,Self,
12774000,Contacted,0.0,31,Female,No,no,Smartphone,medical insurance for pre existing conditions,Exact,Co2,Self,
95686969,Contacted,0.0,41,Female,No,no,Smartphone,private healthcare,Exact,NE42,Self,
73857011,Contacted,0.0,39,Female,No,no,Smartphone,medical shield insurance,Exact,Ts3,Self,
64981216,Contacted,0.0,43,Female,Yes,no,Smartphone,private healthcare,Exact,NG3,Self + Family,
41964371,Contacted,0.0,23,Female,No,no,Smartphone,private healthcare,Exact,S63,Self,
62350639,Sold,269.64,27,Female,No,no,Smartphone,private healthcare,Phrase,IP8,Self,
63591461,Contacted,0.0,41,Male,No,yes company,Desktop,bupa health insurance,Exact,CW1,Self + Family,
58184565,Contacted,0.0,44,Female,No,no,Smartphone,private medical insurance uk,Exact,B6,Self + Family,
34149443,Contacted,0.0,46,Female,No,yes company,Smartphone,private healthcare prices,Exact,RH19,Self + Family,
45134587,Contacted,0.0,59,Female,Yes,no,Smartphone,private health care,Exact,BS23,Self,verified
36268720,Contacted,0.0,55,Male,Yes,no,Smartphone,health insurance uk,Phrase,NW3,Self,verified
52172664,Contacted,0.0,37,Female,No,no,Smartphone,bupa private health,Exact,WA2,Self,
39302959,Contacted,0.0,48,Male,Yes,no,Smartphone,private medical insurance,Broad,Hd4,Self,
45685036,Contacted,0.0,82,Male,No,no,Desktop,best health insurance,Broad,Ls22,Self,
72416430,Contacted,0.0,79,Male,No,no,Desktop,private healthcare,Phrase,YO18,Self,
62798357,Contacted,0.0,63,Male,No,no,Desktop,private medical insurance policy,Broad,Sn14,Self,
57464530,Quoted,0.0,57,Male,No,no,Smartphone,best health insurance for pre existing conditions,Exact,Rg22,Self + Family,
38544215,Contacted,0.0,61,Male,No,no,Desktop,private medical insurance uk,Exact,CO15,Self + Partner,
78175206,Contacted,0.0,65,Male,No,no,Smartphone,best private medical insurance provider,Exact,IV63,Self,verified
32984827,Contacted,0.0,35,Female,No,no,Desktop,private medical insurance uk,Exact,NW8,Self,
98068113,Contacted,0.0,62,Male,No,no,Smartphone,bupa health insurance,Exact,DE12,Self + Partner,
31764737,No Contact,0.0,42,Female,No,no,Desktop,bupa cost,Exact,EN6,Self,verified
62107501,Contacted,0.0,39,Male,No,no,Smartphone,health insurance,Exact,BL5,Self,
98742516,Contacted,0.0,60,Female,No,no,Smartphone,private medical insurance,Phrase,HX2,Self + Partner,
23630065,Contacted,0.0,34,Female,No,no,Desktop,private healthcare,Exact,DY8,Self + Partner,
94835519,Contacted,0.0,27,Male,No,no,Smartphone,bupa private health,Exact,OL12,Self,
39592004,Contacted,0.0,33,Male,No,no,Desktop,private healthcare,Exact,TF2,Self + Partner,
22130946,Contacted,0.0,36,Female,No,no,Smartphone,private healthcare,Phrase,BS15,Self + Family,verified
52861056,Quoted,0.0,28,Male,No,no,Smartphone,private healthcare prices,Exact,DY1,Self,
38093315,Contacted,0.0,26,Male,Yes,no,Smartphone,private health insurance uk,Exact,CF24,Self,
66376182,Sold,3823.32,78,Male,No,yes private,Tablet,health insurance uk,Exact,Ne66,Self,
44598567,Invalid,0.0,47,Male,No,yes company,Smartphone,private health insurance,Exact,HA5,Self + Partner,
13408181,Contacted,0.0,36,Male,No,no,Desktop,bupa private health,Exact,WS10,Self + Partner,
63587433,Contacted,0.0,24,Female,No,no,Smartphone,private healthcare,Exact,SY1,Self,
97976822,Contacted,0.0,63,Female,No,no,Desktop,health insurance quotes,Phrase,Rm19,Self + Partner,
47824377,Contacted,0.0,26,Female,No,no,Smartphone,bupa health insurance,Exact,SG2,Self,
53357683,Contacted,0.0,48,Female,No,no,Smartphone,private health insurance uk,Exact,OL11,Self + Family,verified
80713431,Contacted,0.0,48,Female,No,no,Smartphone,health insurance uk,Exact,BA13,Self,verified
23570731,Invalid,0.0,62,Male,No,no,Smartphone,bupa private health,Exact,CT18,Self,
55428102,Contacted,0.0,51,Male,No,yes private,Desktop,private medical insurance,Phrase,GU15,Self,verified
12663842,Contacted,0.0,28,Male,No,yes private,Smartphone,health insurance cover,Broad,S4,Self,
87386146,Contacted,0.0,58,Female,No,no,Smartphone,private medical insurance,Phrase,Sk15,Self + Partner,
78281587,Contacted,0.0,60,Female,No,no,Smartphone,health insurance cover,Broad,Hu5,Self,
62049094,Contacted,0.0,49,Female,No,no,Smartphone,bupa health insurance,Exact,GU14,Self + Family,
12793666,Contacted,0.0,43,Female,No,no,Smartphone,best private healthcare uk,Exact,WS10,Self + Partner,verified
17817506,Contacted,0.0,49,Male,Yes,no,Smartphone,best health insurance,Broad,Cv6,Self,
31966720,Contacted,0.0,24,Male,No,no,Desktop,health insurance plans,Phrase,BD19,Self,verified
22103265,Contacted,0.0,54,Male,Yes,no,Smartphone,private healthcare insurance uk,Exact,N9,Self,
94107796,Contacted,0.0,33,Female,Yes,no,Smartphone,private medical insurance uk,Exact,IP13,Self,verified
35212632,Contacted,0.0,35,Female,No,no,Desktop,private medical insurance,Exact,CH43,Self + Family,
41832615,No Contact,0.0,23,Female,No,no,Desktop,how much is private health care uk,Exact,BH9,Self,
78366704,Contacted,0.0,56,Female,No,no,Smartphone,private medical insurance,Phrase,DA14,Self + Partner,
93632161,Contacted,0.0,55,Female,No,no,Smartphone,bupa private health,Exact,DA1,Self + Family,
